Sr. No.,Name of Insurance Co.,State,City,Provider Name,Category,Address,Pin Code,Tel Area,Tel No.,Fax No.,Not Servicing to,Provider
108,PSU-United India Insurance Company,Andhra,Hyderabad,MAMATHA HOSPITAL (A UNIT OF,Hospital,"Plot.No:27,Bhagyanagar Colony Ext.,,Opp.Arjun",500072,40,23893895/ 40211845/,23893763,,29731
,,Pradesh,,MAMATHA MEDICARE PRIVATE LTD. ),,"Theatre,Kphb Main Road,Kukatpally",,,23897766,,,
109,PSU-United India Insurance Company,Andhra,Hyderabad,MANJU SUDHA MULTI SPECIALITY,Hospital,"# 4-20/A, Vikas Nagar,,Dilsukhngar,",500060,40,24046464,24044216,,69211
,,Pradesh,,HOSPITAL,,,,,,,,
110,PSU-United India Insurance Company,Andhra,Hyderabad,MATRIKA DR. KALPANA'S HOSPITAL(,Hospital,"6-3-1100 /2,,T.Nagar,Somajiguda",500082,40,23404038 / 23409351 /,23414468,,2091
,,Pradesh,,HYDERABAD),,,,,23410301,,,
111,PSU-United India Insurance Company,Andhra,Hyderabad,MATRIX HOSPITAL(A UNIT OF,Hospital,"A Unit Of Sadguruvijaya Hospitals Pvt. Ltd - Plot No. 4,",500013,40,27035678/64647575,27030101,,83382
,,Pradesh,,SADGURUVIJAYA HOSPITALS PVT. LTD),,"5, 14 & 15,Pragathi Nagar,,Ramanthapur Main Road,",,,,,,
112,PSU-United India Insurance Company,Andhra,Hyderabad,MAXIVISION LASER CENTRE (P) LTD.,Hospital,"6-3-903/A/1-1,,Raj Bhavan Road,,Somajiguda",500082,40,44855577,23414041,,82536
,,Pradesh,,,,,,,,,,
113,PSU-United India Insurance Company,Andhra,Hyderabad,MAXVISION LASER CENTRE PVT LTD,Hospital,"1-11-252/1a To 1d,,Alladin Mansion,3rd",500016,40,27763677/27761444,27768524,,2124
,,Pradesh,,,,"Street,,Begumpet",,,,,,
114,PSU-United India Insurance Company,Andhra,Hyderabad,MEDICITI HOSPITALS ( HYDERABAD),Hospital,"5-9-22, Secretariat Road 5-9-22,Secretariate",500063,40,23231111,23231631,,1978
,,Pradesh,,,,"Road,Sarovar Complax.,5-9-22, Secretariat",,,,,,
,,,,,,"Road,Hyderabad",,,,,,
115,PSU-United India Insurance Company,Andhra,Hyderabad,MEDWIN HOSPITALS,Hospital,"100, Raghava Ratna Towers,,Chirag Ali",500001,40,2320 6666 /6663 3333,23203601/2320 3565,,318
,,Pradesh,,,,"Lane,,Nampally",,,,,,
116,PSU-United India Insurance Company,Andhra,Hyderabad,MIRRA MULTISPECIALITY HOSPITAL,Hospital,"Plot. No.33,34 & 35, Alluri Sitaramaraju",500049,40,2304 2015,23042812,,1507
,,Pradesh,,,,"Colony,Opp.J.P.N. Nagar Colony,Miyapur",,,,,,
117,PSU-United India Insurance Company,Andhra,Hyderabad,MYTHRI HOSPITAL,Hospital,"Plot # 5-4/12 To 16,Main Road , Chanda Nagar ,,",500050,40,64513927 / 28,40212000,,8412
,,Pradesh,,,,,,,,,,
118,PSU-United India Insurance Company,Andhra,Hyderabad,MYTHRI HOSPITAL(MEHDIPATANAM),Hospital,"H. No # 13-6-434/C/148,,Near Pvnr Airport Flyover",500008,40,64588805/06/070,23516324,,5407
,,Pradesh,,,,"Pillarno. 80,,Mehdipatanam",,,,,,
119,PSU-United India Insurance Company,Andhra,Hyderabad,NARAYANA HRUDAYALAYA HOSPITAL,Hospital,"1-1-216 Suraram X Raod,,Jeedimetla",500055,40,23783000,23190077,,5928
,,Pradesh,,,,,,,,,,
120,PSU-United India Insurance Company,Andhra,Hyderabad,NAVYA NURSING HOME,Nursing,"11-13-190/2/1 ,Dwarakanagar,,Green Hills",500035,40,24030196,24035226,,1728
,,Pradesh,,,Home,"Colony,Saroor Nagar",,,,,,
121,PSU-United India Insurance Company,Andhra,Hyderabad,NEPHROPLUS KIDNEY CARE,Hospital,"#1178, Beside Rnr Auditorium, Road No#12,,Mla",500034,40,42408039,40184120,,9332
,,Pradesh,,HOSPITALS,,"Colony, Banjara Hills,,Hyderabad",,,,,,
122,PSU-United India Insurance Company,Andhra,Hyderabad,NEW LIFE HOSPITAL (CHANDRAGHAT-,Hospital,"Kamal Theatre Complex,,,Chandraghat",500036,40,24562902 / 24500543,24572683,,3681
,,Pradesh,,HYDERABAD ),,,,,,,,
123,PSU-United India Insurance Company,Andhra,Hyderabad,NEW LIFE LINE MULTI SPECIALITY,Hospital,"1-1-2/1 Sai Priya Colony, Beside Old Kapra,,Muncipal",500062,40,64615999,27147771,,8563
,,Pradesh,,HOSPITAL,,"Office Kapra,Fcil",,,,,,
124,PSU-United India Insurance Company,Andhra,Hyderabad,NIKHIL MULTI SPECIALITY HOSPITAL,Hospital,"Gaddiannaram ,,X Raod,Dilsukhnagar",500070,40,24065075 / 24066765 / 6466 /,23744789,,1625
,,Pradesh,,,,,,,66105555,,,
125,PSU-United India Insurance Company,Andhra,Hyderabad,NOVA ENT HOSPITAL (SOMAJIGUDA),Hospital,"6-3-652 , Kavtilya,Near R.T.A Office,Somajiguda",500082,40,23322444 /23311133,23325447,,1186
,,Pradesh,,,,,,,,,,
126,PSU-United India Insurance Company,Andhra,Hyderabad,NOVA SPECIALITY SURGERY,Hospital,"Plot No. 565, Road No. 92, Jublee Hills,,Next To Volks",500034,40,49101111,49101117,,11270
,,Pradesh,,(HYDERABAD),,"Wagon Show Room,,",,,,,,
127,PSU-United India Insurance Company,Andhra,Hyderabad,OLIVE HOSPITAL,Hospital,"# 12-2-718/3-5,,Nanalnagar X Road,,Mehndipatnam",500028,40,30499500/,23511320,,5950
,,Pradesh,,,,,,,,,,
128,PSU-United India Insurance Company,Andhra,Hyderabad,OM SAI HOSPITAL,Hospital,"Pl No. 32, Sainagar, Rci Road,,,Balapur,",500005,40,20029900,,,10898
,,Pradesh,,,,,,,,,,
129,PSU-United India Insurance Company,Andhra,Hyderabad,OMEGA HOSPITALS,Hospital,"#8-2-293/82/L/276a,,Mla Colony Road No",500034,40,23551034,23550327,,80088
,,Pradesh,,,,"12,Bajarahills",,,,,,
130,PSU-United India Insurance Company,Andhra,Hyderabad,OMNI HOSPITALS,Hospital,"11-9-46, Opp. Private Market,,Kottapet,,X Roads",500035,40,67369999,67369900,,79913
,,Pradesh,,,,Dikushnagar,,,,,,
131,PSU-United India Insurance Company,Andhra,Hyderabad,OZONE HOSPITALS,Hospital,"Besides Cmr Shopping Mall,,Kothapet,,Dilsuknagar",500060,40,30108108,30108100,,11867
,,Pradesh,,,,,,,,,,
132,PSU-United India Insurance Company,Andhra,Hyderabad,PACE HOSPITALS,Hospital,"1-11-254/11/A/A3a1,2,3,,Motilal Nehru Nagar,,Sp",500016,40,66171717 / 27764646,27767878,,10245
,,Pradesh,,,,"Road Begumpet,",,,,,,
133 PSU-United India Insurance Company,,Andhra,Hyderabad,PADMAVATHI HOSPITAL (HYDERABAD),,Hospital,"10-1-80, Near Karmanghat X Roads,Sagar",,500079,40,24077677,24077677,,86720
,,Pradesh,,,,,"Road,Hyderabad,,",,,,,,,
134,PSU-United India Insurance Company,Andhra,Hyderabad,PANACEA MERIDIAN HOSPITAL,,Hospital,"25-35/12/1, Beside Mandal Office,,Ramachandra",,500032,40,242432/241279,23024682,,2353
,,Pradesh,,,,,"Reddy Nagar,Ramachandrapuram",,,,,,,
135,PSU-United India Insurance Company,Andhra,Hyderabad,PARAMITHA CHILDRENS HOSPITAL PVT,,Hospital,"3/112, Hanuman Nagar, Chaitanyapuri,,Opp.",,500060,40,24141278,24050234,,81305
,,Pradesh,,LTD,,,"Dilshuknagar,,",,,,,,,
136,PSU-United India Insurance Company,Andhra,Hyderabad,PEOPLES HOSPITAL (HYDERABAD),,Hospital,"#755-757,Pragathi Nagar Colony,,Qultbullapur,",,500090,40,2389200,23892000,,39772
,,Pradesh,,,,,"Mandal, Opp &Jntuc Road,,Kukatpally",,,,,,,
137,PSU-United India Insurance Company,Andhra,Hyderabad,POOJA HOSPITAL(KUKATPALLY),,Hospital,"Plot No:34,Dharma Reddy Colony,Phase Ii,,Near",,500082,40,69991992,40101840,,4836
,,Pradesh,,,,,"Hyder Nagar Bus Stop,Hyder Nagar,Kukatpally",,,,,,,
138,PSU-United India Insurance Company,Andhra,Hyderabad,PRAGNA HOSPITAL,,Hospital,"H No. 6-3-347/22/B/1,,Dwarkapuri Colony,,Panjagutta",,500082,40,23356070 / 80,23357979,,3658
,,Pradesh,,,,,,,,,,,,
139,PSU-United India Insurance Company,Andhra,Hyderabad,PRAJA SAI HOSPITAL,,Hospital,"1-10-189, S B H Colony,,Ashok Nagar,Hyderabad",,500020,40,27631794 / 27604680,27659121,,3280
,,Pradesh,,,,,,,,,,,,
140,PSU-United India Insurance Company,Andhra,Hyderabad,PRANAAM HOSPITAL,,Hospital,"1-58/6/40841, Madinaguda, Miyapur,,Miyapur",,500050,40,23044422/55346359,33693308,,2042
,,Pradesh,,,,,,,,,,,,
141,PSU-United India Insurance Company,Andhra,Hyderabad,PRASAD HOSPITAL(HYDERABAD),,Hospital,"Mig - 204 , Road No 1,,Kukatpally,K.P.H.B Colony",,500072,40,23152315,23150088,,77662
,,Pradesh,,,,,,,,,,,,
142,PSU-United India Insurance Company,Andhra,Hyderabad,PREETHI HOSPITAL,,Hospital,"12-02-831/84-Migh-I,,Mehdipatnam X Road,Hyderabad",,500028,40,55578888/55566585,23590728,,2796
,,Pradesh,,,,,,,,,,,,
143,PSU-United India Insurance Company,Andhra,Hyderabad,PREETI UROLOGY & KIDNEY HOSPITAL,,Hospital,"Mig-1 307 Road No.4,,,Kphb Colony,",,500072,40,23152444 / 232081,23058344,,82683
,,Pradesh,,,,,,,,,,,,
144,PSU-United India Insurance Company,Andhra,Hyderabad,PREMIER HOSPITAL PVT.LTD,,Hospital,"#12-2-710,,Gudimalkapur Road, Nanai",,500028,40,23515100,23513100,,1657
,,Pradesh,,,,,"Nagar,,Mehdipatnam,",,,,,,,
145,PSU-United India Insurance Company,Andhra,Hyderabad,PRIME HOSPITALS (A UNIT OF SRI,,Hospital,"Plot No. Mig 113 & 114 Road No. 1,,Housing Board",,500072,40,44568888,23151134/ 66775858,,30851
,,Pradesh,,SAINATHA MULTI SPECIALITY,,,"Colony,,Kukatpally",,,,,,,
,,,,HOSPITALS PVT LTD),,,,,,,,,,
146,PSU-United India Insurance Company,Andhra,Hyderabad,PRIME HOSPITALS (A UNITOF SRI,,Hospital,"Plot No. 4, Mythri Vihar,,Behind Maitri",,500038,40,44569999,23755152,,72289
,,Pradesh,,SAINATHA MULTI SPECIALITY,,,"Buildings,,Ameerpet,",,,,,,,
,,,,HOSPITALS PVT LTD),,,,,,,,,,
147,PSU-United India Insurance Company,Andhra,Hyderabad,PUSHPAGIRI VITREO RETINA INSTITUTE,,Hospital,"Plot No 241, West,Marredpally,Marredpally",,500026,40,27804949,27805959,,4996
,,Pradesh,,,,,,,,,,,,
148,PSU-United India Insurance Company,Andhra,Hyderabad,RAGHAVA HOSPITAL,,Hospital,"# 8-3-214/18,,Srinivasa Colony (West),Ameerpet",,500038,40,23732617 / 23732453 /,23732453/23732617,,3908
,,Pradesh,,,,,,,,,55108329,,,
149,PSU-United India Insurance Company,Andhra,Hyderabad,RAGHAVENDRA,,Hospital,"Ecil 'X' Road,Kamalnagar,Hyderabad",,500062,40,66497666/66498666/4454866,27125276,,2143
,,Pradesh,,HOSPITAL(HYDERABAD),,,,,,,6/100,,,
150,PSU-United India Insurance Company,Andhra,Hyderabad,RAGI HOSPITAL,,Hospital,"#7-10, Madinaguda Bus Stop,,Miyapur,,",,500049,40,40037790,42219082,,75209
,,Pradesh,,,,,,,,,,,,
151,PSU-United India Insurance Company,Andhra,Hyderabad,RAINBOW CHILDREN'S HOSPITAL,,Hospital,"22, Road No. - 4,,Karvey Lane,,Banjara Hills",,500034,40,44665555 / 23319191,23397476,,1513
,,Pradesh,,,,,,,,,,,,
152,PSU-United India Insurance Company,Andhra,Hyderabad,RAINBOW HOSPITAL FOR WOMEN AND,,Hospital,"Plot No. 32 7 33, Survay No.12,,White Field,,Kondapur",,500081,40,23114455 / 65511222,23119600,,75567
,,Pradesh,,CHILDRENRAINBOW CHILDRENS,,,,,,,,,,
,,,,MEDICARE PVT. LTD.,,,,,,,,,,
153,PSU-United India Insurance Company,Andhra,Hyderabad,RAJA HOSPITAL,,Hospital,"No-204, Mytrinagar,,Miyapur,,Hyderabad",,500049,40,23044155,,,53695
,,Pradesh,,,,,,,,,,,,
154,PSU-United India Insurance Company,Andhra,Hyderabad,RAJYA LAKSHMI HOSPITAL,,Hospital,"Near Sushama Centre Bus Stop, Nh -",,500070,40,24126996,24126996,,28710
,,Pradesh,,,,,"9,,Vanasthalipuram",,,,,,,
155,PSU-United India Insurance Company,Andhra,Hyderabad,RAKSHA MULTISPECIALITY HOSPITAL,,Hospital,"Opp. Shabanam Bharath Petrol Bank,,Bharath Gas",,500074,40,24024821/,24024265,24024821,4605
,,Pradesh,,,,,"Lane, Chinthal Kunta Checkpost, Jahangeer Nagar, L.",,,,,,,
,,,,,,,"B. Nagar,,Hyderabad",,,,,,,
156,PSU-United India Insurance Company,Andhra,Hyderabad,RAM HOSPITAL,,Hospital,"Shapur Nagar, I.D.A.,,,Jeedimetla",,500055,40,2309 5777 /,6655 / 6644,44543734,1511
,,Pradesh,,,,,,,,,,,,
157,PSU-United India Insurance Company,Andhra,Hyderabad,RAMAN'S,HOSPITAL,Hospital,"6-151/1, Sudharshan","Reddy Nagar,,,Behind Bus Stop,",500054,40,23173366,23173366,,9842
,,Pradesh,,,,,"Chintal,",,,,,,,
158,PSU-United India Insurance Company,Andhra,Hyderabad,RAMANTAPUR HOSPITAL,,Hospital,"H. No. 3-10-4/B/1,,Gokhalenagar,,Ramanthapur",,500013,40,65963599 / 27035444,27035222,,64193
,,Pradesh,,,,,,,,,,,,
159,PSU-United India Insurance Company,Andhra,Hyderabad,RAMDEV RAO MEMORIAL GENERAL,,Hospital,"# 1-6,,Opp. Vivekananda Nagar Colony",,500072,40,65695002,23051945,,31648
,,Pradesh,,HOSPITAL,,,"Junction,Kukatpally",,,,,,,
160,PSU-United India Insurance Company,Andhra,Hyderabad,RAVI HELIOS HOSPITAL,,Hospital,"# 175,,Ramakrishna.Matt,,Opp Indira Park,",,500029,40,27634566,,,79514
,,Pradesh,,,,,,,,,,,,
161,PSU-United India Insurance Company,Andhra,Hyderabad,RAVI HOSPITAL (HYDERABAD),,Hospital,"Lig-564/565,,Road No 3, Behind Rs Brotheri,,Kph",,500072,40,66313131 / 34 / 36/ 64581221,66313135,,7667
,,Pradesh,,,,,Colony,,,,,,,
162,PSU-United India Insurance Company,Andhra,Hyderabad,REMEDY SUPER SPECIALITY,,Hospital,"Road No.4,,Kphb Colony,Kukatpally",,500072,40,23158787 / 88,23056826,,1729
,,Pradesh,,HOSPITAL(KUKATPALLY ),,,,,,,,,,
163,PSU-United India Insurance Company,Andhra,Hyderabad,REMEDY SUPER SPECIALITY,,Hospital,"Ferozguda ,,,Balanagar",,500011,40,2377 7770 (4 lines)/23158787,2377 0838,,1727
,,Pradesh,,HOSPITALS(BALANAGAR),,,,,,,,,,
164,PSU-United India Insurance Company,Andhra,Hyderabad,S.V.R. SUPER SPECIALITY HOSPITAL,,Hospital,"7-1-79/A&B,,Dharam Karam Road,,Ameerpet",,500016,40,23753790/23753791/2374544,66363374,,2363
,,Pradesh,,,,,,,,,1,,,
165 PSU-United India Insurance Company,,Andhra,Hyderabad,SAI RAM MULTI SPECIALITY HOSPITAL,Hospital,"H No. : 7-78/1, Madhura Puri,Konark Theatre Lane, P",,500060,40,24064532,66139998,,2480
,,Pradesh,,,,"& T Colony Road.,Dilsukhnagar",,,,,,,
166,PSU-United India Insurance Company,Andhra,Hyderabad,SAI SANJEEVINI HOSPITAL,Hospital,"Plot No: 7, Narasimhapuri Colony,,Opp Cmr Shopping",,500036,40,66822348/66288349,24039017/ 24140213,,2270
,,Pradesh,,,,"Mall,,Kothapet",,,,,,,
167,PSU-United India Insurance Company,Andhra,Hyderabad,SAI SIVA CHILDRENS HOSPITAL &,Hospital,"4-Iii Manjeer Road, Opp. Sri Venkateswara Swamy",,500050,40,23087879,40175720,,74286
,,Pradesh,,POLYCLINIC,,"Temple,,,Chandanagar,",,,,,,,
168,PSU-United India Insurance Company,Andhra,Hyderabad,SAIVANI HOSPITALS LIMITED (A UNIT,Hospital,"1-2-365/36/6&7,Ramakrishna Math Road,Opp.Indra",,500029,40,27634462/27634463,27636882,,2125
,,Pradesh,,OF LAXMI JAYA HOSPITALS LTD),,"Park,Domalguda",,,,,,,
169,PSU-United India Insurance Company,Andhra,Hyderabad,SANKHYA HOSPITALS (A UNIT OF,Hospital,"C-15, 1st","Road , Kphb Colony ,,Opp. Sbt-",500072,40,23153535,23153939,,81762
,,Pradesh,,SANKHYA HOSPITAL PVT LTD),,"Bank,Hyderabad",,,,,,,
170,PSU-United India Insurance Company,Andhra,Hyderabad,SATHYA KIDNEY CENTRE & SUPER,Hospital,"3-6-426,Street No.4,Himayatnagar,,Himayatnagar",,500029,40,27636444 / 27650935 /,27638893,,2216
,,Pradesh,,SPECIALITY HOSPITALS,,,,,,66564666,,,
171,PSU-United India Insurance Company,Andhra,Hyderabad,SATYA SAI BHAVANI HOSPITAL PVT.,Hospital,"Main Road,,Shapurnagar,,Hyderabad",,500055,40,23195466 / 77 / 88,23195477,,4409
,,Pradesh,,LTD.,,,,,,,,,
172,PSU-United India Insurance Company,Andhra,Hyderabad,SAVITHA MULTISPECIALITY HOSPITAL,Hospital,"P&T Colony,,Konark Theater Lane,,Dilsukhnagar",,500060,40,55632381/55632382,24169148,,2271
,,Pradesh,,,,,,,,,,,
173,PSU-United India Insurance Company,Andhra,Hyderabad,SHILPA NURSING HOME,Nursing,"Plot No. 12 & 13, Madhavanagar Colony,,Behind Sai",,500049,40,23040450 / 23048625,23042800,,4384
,,Pradesh,,,Home,"Ranga Theatre,,Miyapur",,,,,,,
174,PSU-United India Insurance Company,Andhra,Hyderabad,SHRAVANA HOSPITAL,Hospital,"5-3-847, Mozamjahi Market,,Hyderabad",,500001,40,4609520 / 4732383,4657610,,1486
,,Pradesh,,,,,,,,,,,
175,PSU-United India Insurance Company,Andhra,Hyderabad,SHREE JAYAKRISHNA HOSPITAL,Hospital,"H.No,3-11-48 Opp Homoeopathic Medical",,500013,40,65505956/27033333,27033333,,51413
,,Pradesh,,,,"College,Near Tv Studio Ramanthapur,Hyderabad",,,,,,,
176,PSU-United India Insurance Company,Andhra,Hyderabad,SHREYAS HOSPITAL (HYDERABAD),Hospital,"1-265/286,Srinivasa Nagar Colony,, Dr.A.S.Rao",,500062,40,27128555,27139009,,37554
,,Pradesh,,,,"Nagar,,Ecil , Kapra",,,,,,,
177,PSU-United India Insurance Company,Andhra,Hyderabad,SHRI SIGMA HOSPITALS,Hospital,"# 3-63/4a, Main Road,,N. H.-7, Nr. Cine",,500014,40,27165095 / 27165096,27165096,,11817
,,Pradesh,,,,"Planet,,Komapally",,,,,,,
178,PSU-United India Insurance Company,Andhra,Hyderabad,SIGMA HOSPITALS(HYDERABAD),Hospital,"D-No-16-11-740/3/14,Plot No -32,Lane Beside",,500060,40,44162288,66106660,,2188
,,Pradesh,,,,"Narayana Jr. College,Gaddiannarm X",,,,,,,
,,,,,,"Roads,Dilsukhnagar",,,,,,,
179,PSU-United India Insurance Company,Andhra,Hyderabad,SIVA EYE HOSPITAL,Hospital,"4-85/3, Vikasnagar, Lane Beside,,Rajadhani",,500060,40,24043355,24053355,,30877
,,Pradesh,,,,"Theatre,Oilsukhnagar,",,,,,,,
180,PSU-United India Insurance Company,Andhra,Hyderabad,SNR GALAXY HOSPIITALS HYDERABAD,Hospital,"Plot No 50,Lb Nagar ,Hyderabad,,",,500074,40,67299999,67299998,,89514
,,Pradesh,,PVT LTD,,,,,,,,,
181,PSU-United India Insurance Company,Andhra,Hyderabad,SOORYA ORTHOPAEDIC HOSPITAL,Hospital,"# 1-7-226,Opp. Round Building, Ecil (Po), Near Kumar",,500062,40,66173666/ 65448333,40274668,,77562
,,Pradesh,,,,"Shirts,Kamalanagar",,,,,,,
182,PSU-United India Insurance Company,Andhra,Hyderabad,SPACE HOSPITALS,Hospital,"H No. 13-18-74, Road No.-3,",,500060,40,24053445,24143445,,86310
,,Pradesh,,,,"Kamalanagar,,Cahitanyapuri, Dilsukhnagar,Beside",,,,,,,
,,,,,,Kalanikethan,,,,,,,
183,PSU-United India Insurance Company,Andhra,Hyderabad,SPARK HOSPITAL,Hospital,"Plot No. 2 & 3,Beside Axis Bank,,Peerzadiguda,",,500039,40,27706777,27206622,,82987
,,Pradesh,,,,"Uppal,,Hyderabad",,,,,,,
184,PSU-United India Insurance Company,Andhra,Hyderabad,SREE NETRALAYA EYE HOSPITAL AND,Hospital,"# 11- 9 -1, Vimal Complex,,Opp. Khthapet Bus",,500035,40,40045670,40045671,,5666
,,Pradesh,,LASER CENTRE,,"Stop,,Dilsukhnagar,",,,,,,,
185,PSU-United India Insurance Company,Andhra,Hyderabad,SREE ROYAL HOSPITAL,Hospital,"7-4-158/1 Madhavi Nagar, Ferozguda,",,500011,40,23777772,23777776,,12169
,,Pradesh,,,,"Balanagar,,,Near Hotel Samrat Complex",,,,,,,
186,PSU-United India Insurance Company,Andhra,Hyderabad,SREE SRINIVASA ENT CARE &,Hospital,"6-3-663/7/5,,Jaffer Ali Bagh (Beside Saboo",,500082,40,23394995,66779191,,2620
,,Pradesh,,RESEARCH INSTITUTE,,"Motors),,Somaiguda",,,,,,,
187,PSU-United India Insurance Company,Andhra,Hyderabad,SRESHTA ORANGE HOSPITALS,Hospital,"3-8-264/1,02 264/2","Sy No 58.58/A,,Chandrapuri",500070,40,24113111,24114111,,65717
,,Pradesh,,,,"Colony,,Opp:Vijaya Laxmi Theater",,,,,,,
188,PSU-United India Insurance Company,Andhra,Hyderabad,SRI MAHA LAXMI EYE,Hospital,"Plot 3, 5-5-148 / 1,,Vanasthali Hills",,500070,40,24025551/24021934,24025551,,39894
,,Pradesh,,HOSPITAL(HYDERABAD),,"Cly,,Vansthalipuram",,,,,,,
189,PSU-United India Insurance Company,Andhra,Hyderabad,SRI RAMAKRISHNA HOSPITAL,Hospital,"Nimboliadda,,Station Road,Kachiguda",,500027,40,65586044/24656055,24656055,,2055
,,Pradesh,,(HYDERABAD),,,,,,,,,
190,PSU-United India Insurance Company,Andhra,Hyderabad,SRI SAI KIDNEY CENTRE (HYDERABAD),Hospital,"7-1-59/4/8,,Near Lal Bunglow,Ameerpet",,500016,40,23756789 / 23756644 /,23735335,,1731
,,Pradesh,,,,,,,,66639649,,,
191,PSU-United India Insurance Company,Andhra,Hyderabad,SRI SAI KRISHNA MULTISPECIALITY,Hospital,"Near Vishwanath Lodge,,Doctors Colony,Miryalaguda",,508207,40,244023,,,2278
,,Pradesh,,HOSPITAL,,,,,,,,,
192,PSU-United India Insurance Company,Andhra,Hyderabad,SRI SRINIVASA HOSPITAL(MARTHALA,Hospital,"17-1-380/E/28/32,,Central Excise Colony, Santosh",,500059,40,24534589/0557,24533432/ 24534589,,29167
,,Pradesh,,HOSPITAL),,"Nagar,,Hyderabad",,,,,,,
193,PSU-United India Insurance Company,Andhra,Hyderabad,SRIDHAR MULTI SPECIALITY,Hospital,"7-99,Near Yadgiri Theatre,,Santosh Nagar,Santosh",,500059,40,24332691,24331368,,2459
,,Pradesh,,HOSPITAL(HYDERABAD),,Nagar,,,,,,,
194,PSU-United India Insurance Company,Andhra,Hyderabad,SRINIVASA HOSPITAL (HYDERABAD),Hospital,"#4-6-131, Main Road,,Near Hayatunagar Bus",,501505,40,24201947,24201947,,11715
,,Pradesh,,,,"Stop,,Hayatunagar",,,,,,,
195,PSU-United India Insurance Company,Andhra,Hyderabad,STAR HOSPITAL(UNIMED HEALTHCARE,Hospital,"8-2-596/5,Road No. 10,,Banjara Hills,Banjara Hills",,500034,40,44777777,23356788-Telefax,,48007
,,Pradesh,,LIMITED),,,,,,,,,
196,PSU-United India Insurance Company,Andhra,Hyderabad,SUMANA HOSPITAL,Hospital,"Plot No-687,688,Vivekananda Nagar",,500072,40,23068066,23068066,,27352
,,Pradesh,,,,"Colony,Kukatpally",,,,,,,
197,PSU-United India Insurance Company,Andhra,Hyderabad,SUNRISE HOSPITALS,Hospital,"""4-9-321, Plot No: 4&7, Nh-9"",Hayath Nagar,R.R. Dist",,501506,40,64621111,23068066,,9419
,,Pradesh,,,,,,,,,,,
198 PSU-United India Insurance Company,,Andhra,Hyderabad,SURYA HOSPITAL (HYDERABAD),Hospital,"Opp. Uppal Bus Depot.,,Boduppal Road,,Peerjadiguda",500039,40,27208000,,30246335,,61797
,,Pradesh,,,,,,,,,,,
199,PSU-United India Insurance Company,Andhra,Hyderabad,SWAPNA HOSPITAL PRIVATE LIMITED,Hospital,"1-7-97,,Chaitanyapuri,,Dilsukhnagar",500060,40,"55713322,24048849",,40077622,,2443
,,Pradesh,,,,,,,,,,,
200,PSU-United India Insurance Company,Andhra,Hyderabad,THE DECCAN HOSPITAL (UNIT OF PARK,Hospital,"Do No: 6-3-903/A & B,,Somajiguda.,Opp Yashoda",500082,40,23410640,,23401438,,58045
,,Pradesh,,HEALTH SYSTEM PVT.LTD.),,Cancer Institute,,,,,,,
201,PSU-United India Insurance Company,Andhra,Hyderabad,TIRUMALA MULTI SPECIALITY,Hospital,"Plot No 47,Apseb Colony,,Beside Rta Office,,Omkar",500074,40,65442226,,040/65442226,,77347
,,Pradesh,,HOSPITAL,,Nagar Sagar Road,,,,,,,
202,PSU-United India Insurance Company,Andhra,Hyderabad,TRIDENT HOSPITALS,Hospital,"Nh 7, Main Road,,Madhura Nagar, Opp. Power",501218,8413,223222 / 333 / 444,,223444,,84424
,,Pradesh,,,,"Station,,Shamshabad, Rr Dist,",,,,,,,
203,PSU-United India Insurance Company,Andhra,Hyderabad,TULASI HOSPITALS (A UNIT OF LIFE,Hospital,"A-12, Electronic Complex,,Ecil X Road,,Kushaiguda",500062,40,49336699,,27143369,,8774
,,Pradesh,,SHINE MEDICAL SERVICES PVT LTD),,,,,,,,,
204,PSU-United India Insurance Company,Andhra,Hyderabad,UDBHAVA CHILDREN'S HOSPITAL,Hospital,"Road No. 1,,Mig -196,,Kphb",500072,40,65555733,,0,,10247
,,Pradesh,,,,,,,,,,,
205,PSU-United India Insurance Company,Andhra,Hyderabad,UNITY CENTRE FOR ORTHOPAEDICS &,Hospital,"3 - 5- 170 / G S,,,Narayanguda",500029,40,23261933 - 34,,23262737,,4353
,,Pradesh,,TRAUMA,,,,,,,,,
206,PSU-United India Insurance Company,Andhra,Hyderabad,USHA MOHAN HOSPITAL,Hospital,"3-4-181/1,Hyderguda,Rajendranagar,Opp. Rta",500048,40,24008055 / 65141572,,24008055,,3023
,,Pradesh,,,,"Office,,Ranga Reddy",,,,,,,
207,PSU-United India Insurance Company,Andhra,Hyderabad,USHA MULLAPUDI CARDIAC CENTRE,Hospital,"Gajularamaram ,,Qutubullahpur(M)",500055,40,23090609(50 lines),,23094426,,1980
,,Pradesh,,,,"R.R.Dist,Hyderabad",,,,,,,
208,PSU-United India Insurance Company,Andhra,Hyderabad,USHODAYA HOSPITAL,Hospital,"Plot No: C Sy. Nos: 337/8&9,,Attapur,Mushk Mahal",500048,40,"24012367, 88801374548",,24012367,,8368
